carrera,legajo,plan,fecha_ingreso,calidad,localidad_nacimiento,colegio_secundario,titulo_secundario
211,1571,2004,17/03/16,A,MAR DEL PLATA,ESCUELA TECNICA Nº 3 DOMINGO F SARMIENTO,TECNICO EN ELECTRONICA
211,2544,2004,17/03/16,A,MAR DEL PLATA,INSTITUTO SANTA CECILIA,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,5525,2011,17/03/16,A,MAR DEL PLATA,ESCUELA TECNICA Nº 1 LUCAS KRAGLIEVICH,TECNICO EN EQUIPOS E INSTALACIONES ELECTROMECANICAS
211,2295,2004,17/03/16,A,ROSARIO,ESCUELA SUPERIOR DE COMERCIO GENERAL SAN MARTIN,BACHILLER EN CIENCIASCOMERCIALES
211,188,2004,06/04/16,A,MAR DEL PLATA,ESCUELA MEDIA Nº 3,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,6265,2004,17/03/16,A,Indeterminada,ESCUELA POLIMODAL Nº 1 PERITO MORENO,BACHILLER ADMINIST.CONTABLE
211,1391,2004,05/04/16,A,TRELEW,PENINSULA VALDEZ PATRIMONIO NATURAL DE LA HUMANIDAD,BACHILLER CON ORIENTACION EN TURISMO
211,5574,2004,17/03/16,A,MAR DEL PLATA,INSTITUTO SANTA CECILIA,Bachiller Modalidad Humanidades y Ciencias Sociales
211,4394,2004,06/04/16,A,MAR DEL PLATA,ESCUELA POLIMODAL Nº 1 DON CESAR GASCONº,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,2065,2011,17/03/16,A,NECOCHEA,ESCUELA TECNICA Nº 3,BACHILLER
211,1607,2004,17/03/16,A,Ciudad Autónoma de Buenos Aires,ESCUELA POLIMODAL Nº 1 DON CESAR GASCONº,Bachiller Modalidad Economía y Gestión de las Organizaciones
211,2538,2004,05/04/16,A,TRES ARROYOS,ESCUELA DE EDUCACION MEDIA N°1,BACHILLER EN HUMANIDADES Y CS SOCIALES
211,830,2004,17/03/16,A,MAR DEL PLATA,INSTITUTO ANTARTIDA ARGENTINA (EX 9003),BACHILLER HUMANIDADES
211,4625,2004,17/03/16,A,Ciudad Autónoma de Buenos Aires,ESCUELA TECNICA Nº 2 REPUBLICA DEL PERU,TÉCNICO MAESTRO MAYOR DE OBRAS
201,297,2004,13/04/16,A,AYACUCHO,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
205,297,2004,17/05/17,A,AYACUCHO,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,972,2011,17/03/16,A,PARANA,ESCUELA TECNICA Nº 3,BACHILLER MODALIDAD BIENES Y SERVICIOS
211,4404,2004,17/03/16,A,VENADO TUERTO,E.E.T. Nº 483,TECNICO EN EQUIPOS E INSTALACIONES ELECTROMECANICAS
206,5538,2011,17/03/16,A,TANDIL,COLEGIO SAN JOSE,BACHILLER EN CIENCIAS SOCIALES
211,1224,2004,17/03/16,A,SAN MARTIN,INSTITUTO LA SALLE,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES
206,3839,2011,11/08/16,A,Ciudad Autónoma de Buenos Aires,ESCUELA TECNICA Nº 3,TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL
211,3707,2004,17/03/16,A,RAUCH,ESCUELA TECNICA Nº 1,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,4369,2011,11/04/16,N,SARANDI,COLEGIO SAN JOSE,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
205,4369,2004,01/09/17,A,SARANDI,COLEGIO SAN JOSE,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
201,4369,2004,04/09/17,A,SARANDI,COLEGIO SAN JOSE,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,716,2011,31/03/16,A,TRES ARROYOS,ESCUELA AGROPECUARIA DE TRES ARROYOS,BACHILLER AGROPECUARIO
206,5556,2011,31/03/16,A,TANDIL,ESCUELA NACIONAL DE EDUCACION TECNICA Nº 1 ¨ING. FELIPE SENILLOSA¨,BACHILLER MODALIDAD BIENES Y SERVICIOS
206,5483,2011,31/03/16,A,NECOCHEA,INSTITUTO NTRA.SRA.DEL ROSARIO,BACHILLER CIENCIAS SOCIALES AUXILIAR DERECHO PENAL
213,2213,2014,31/03/16,A,TANDIL,ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN,BACHILLER
206,4032,2011,31/03/16,A,LAPRIDA,Plan FINES,BACHILLER EN HUMANIDADES Y CS SOCIALES
206,6435,2011,05/05/16,A,FORTABAT,ESCUELA TECNICA Nº 2 LUCIANO FORTABAT,TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL
206,699,2011,06/04/16,A,OLAVARRIA,COLEGIO PROVINCIAL KLOKETEN,BACHILLER EN LA MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
201,6452,2004,31/03/16,A,RAUCH,INSTITUTO INMACULADA CONCEPCION,Bachiller Modalidad Economía y Gestión de las Organizaciones
205,6452,2004,31/03/16,A,RAUCH,INSTITUTO INMACULADA CONCEPCION,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,1910,2011,31/03/16,A,PUERTO NECOCHEA,ESCUELA TECNICA Nº 3,BACHILLER Y TÉCNICO EN INFORMATICA
206,5110,2011,08/04/16,A,MAR DEL PLATA,INSTITUTO AMUYEN,BACHILLER BILINGÜE MODALIDAD HUMANIDADES Y CIENCIAS SOCIALES
211,4700,2004,30/06/16,A,LAS FLORES,ESCUELA DE EDUCACION MEDIA Nº 2 DOMINGO F. SARMIENTO,Bachiller Modalidad Ciencias Naturales
201,3867,2004,31/03/16,A,OLAVARRIA,INSTITUTO SAN ANTONIO DE PADUA,"ARTE, DISEÑO Y COMUNICACIONES"
211,1148,2004,31/03/16,A,GENERAL PICO,COLEGIO MANUEL BELGRANO Y SECC.COMERCIAL ANEXA,MODALIDAD ECONOMÍA Y GESTIÓN DE LAS ORGANIZACIONES
206,3054,2011,31/03/16,A,ADOLFO GONZALES CHAVES,INSTITUTO INMACULADA CONCEPCION,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
213,3054,2014,21/02/17,A,ADOLFO GONZALES CHAVES,INSTITUTO INMACULADA CONCEPCION,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
211,1369,2004,31/03/16,A,VICTORIA,INSTITUTO DON ORIONE,TECNICO EN ELECTRONICA
211,1353,2004,31/03/16,A,PUNTA ALTA,INSTITUTO JOSE MANUEL ESTRADA,Bachiller Modalidad Humanidades y Ciencias Sociales
211,4689,2004,31/03/16,A,PEHUAJO,ESCUELA TECNICA Nº 1,TÉCNICO MECANICO ELECTRICISTA
211,5663,2004,31/03/16,A,RIO GALLEGOS,COLEGIO PROV.DE EDUCACION POLIMODAL Nº 7 DR. JULIO LADVOCAT,PERITO MERCANTIL
211,1528,2004,31/03/16,A,CRUZ DEL EJE,INSTITUTO JOSE MANUEL ESTRADA,BACHILLER
211,5963,2004,31/03/16,A,POSADAS,INSTITUTO POLITECNICO BEATO ARNOLDO JANSSEN Nº 0879,TÉCNICO MAESTRO MAYOR DE OBRAS
211,1870,2004,27/06/16,A,PUERTO BELGRANO,ESCUELA DE EDUCACION MEDIA Nº 5 BENITO ANGEL FACETTI,PERITO MERCANTIL
211,4038,2004,31/03/16,A,BAHIA BLANCA,INSTITUTO MARIA AUXILIADORA,BACHILLER
211,1646,2004,31/03/16,A,GUALEGUAYCHU,ESCUELA NORMAL SUPERIOR Nº 112 DOMINGO F. SARMIENTO,BACHILLER
211,1930,2004,02/05/16,A,GUALEGUAYCHU,PRIV. INSTITUTO NTRA.SEÑORA DE GUADALUPE,BACHILLER
211,5157,2004,14/04/16,A,Ciudad Autónoma de Buenos Aires,PRIV. INSTITUTO PIO XII,BACHILLERATO
211,4986,2004,01/04/16,A,AZUL,ESCUELA POLIMODAL Nº 5 ESTEBAN ECHEVERRIA (EX COLEGIO NAC.),BACHILLER EN CIENCIAS NATURALES
206,1977,2011,01/04/16,A,Indeterminada,"ESCUELA DE EDUCACION MEDIA N° 8 ""FUERTE DE LA INDEPENDENCIA""","MODALIDAD COMUNICACIÓN, ARTES Y DISEñO"
206,1016,2011,05/04/16,A,MAR DEL PLATA,INSTITUTO SUPERIOR DR. PEDRO DIAZ PUMARA,BACHILLER
204,4615,2003,01/04/16,A,TANDIL,INSTITUTO CALASANCIO DIVINA PASTORA,BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS
205,4615,2004,01/04/16,A,TANDIL,INSTITUTO CALASANCIO DIVINA PASTORA,BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS
206,4615,2011,01/04/16,A,TANDIL,INSTITUTO CALASANCIO DIVINA PASTORA,BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS
206,1812,2011,05/04/16,A,BENITO JUAREZ,ESCUELA POLIMODAL Nº 3 DR.BENITO JUAREZ EX COMERCIO Y BACH.,BACHILLER EN CIENCIAS SOCIALES
206,3191,2011,01/04/16,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,TÉCNICO ELECTROMECANICO
206,2128,2011,01/04/16,A,BALCARCE,ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
204,867,2003,01/04/16,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
204,1892,2003,05/04/16,A,TANDIL,ESCUELA NACIONAL NORMAL SUPERIOR ´GRAL. DON JOSE DE SAN MARTIN´,BACHILLER EN CIENCIAS NATURALES
206,5136,2011,15/04/16,A,BERNAL,COLEGIO SAN JOSE,Bachiller Modalidad Economía y Gestión de las Organizaciones
203,6479,2009,05/04/16,A,BALCARCE,ESCUELA POLIMODAL Nº 4,BACHILLER EN CIENCIAS NATURALES
206,5780,2011,23/05/16,A,Indeterminada,ESCUELA POLIMODAL Nº 1 MINISTRO ZARINI,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,4888,2011,12/04/16,A,BALCARCE,COLEGIO SAN JOSE,BACHILLER CON ESPECIALIZACION EN CIENCIAS ECONOMICAS
201,5993,2004,01/04/16,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
205,5993,2004,01/04/16,A,TANDIL,INSTITUTO BRIG.GRAL.MARTIN RODRIGUEZ,Bachiller Modalidad Economía y Gestión de las Organizaciones
206,3904,2011,01/04/16,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,TÉCNICO MAESTRO MAYOR DE OBRAS
204,4143,2003,03/05/16,A,TANDIL,Plan FINES,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,4117,2011,08/04/16,A,BALCARCE,ESCUELA POLIMODAL Nº 1 GRAL. ANTONIO GONZALEZ BALCARCE,BACHILLER EN COMUNICACION SOCIAL
206,3205,2011,26/04/16,A,NECOCHEA,ESCUELA MEDIA Nº 2,BACHILLER C/ESP.EN CIENCIASBIOLOG.
206,5840,2011,07/04/16,N,BALCARCE,ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,5840,2014,01/08/17,A,BALCARCE,ESCUELA POLIMODAL Nº 3 CARMELO SANCHEZ,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
209,2771,2006,18/04/16,A,TRES ARROYOS,ESCUELA POLIMODAL Nº 1 ALVARO BARROS,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,4571,2011,17/05/16,A,MAR DEL PLATA,COLEGIO SAN AGUSTIN,"ARTE, DISEÑO Y COMUNICACIONES"
206,6138,2011,21/04/16,A,LA PLATA,INSTITUTO SAN NICOLAS DE LOS ARROYOS,BACHILLER EN CIENCIAS NATURALES
206,3278,2011,01/04/16,A,LOBERIA,ESCUELA MEDIA Nº 2,BACHILLER C/ESP.EN CIENCIASBIOLOG.
206,3315,2011,01/04/16,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER Y TÉCNICO EN INFORMATICA
213,3315,2014,08/03/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER Y TÉCNICO EN INFORMATICA
206,5544,2011,01/04/16,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER Y TÉCNICO EN INFORMATICA
213,5544,2014,24/02/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER Y TÉCNICO EN INFORMATICA
206,3709,2011,21/04/16,A,Indeterminada,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO - TECNICO AUXILIAR ILUSTRADOR"
206,2235,2011,06/04/16,A,CONCORDIA,PRIV. INSTITUTO SAN JOSE ADORATRICES,BACHILLER CON ORIENTACION CONTABLE
206,4241,2011,01/04/16,A,AZUL,ESCUELA TECNICA Nº 2 VICENTE PEREDA,TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL
206,2115,2011,01/04/16,A,AZUL,ESCUELA TECNICA Nº 2 VICENTE PEREDA,TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL
206,3600,2011,01/04/16,A,TANDIL,ESCUELA POLIMODAL Nº 2 FLORENTINO AMEGHINO,BACHILLERATO
206,1302,2011,05/04/16,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,3905,2011,01/04/16,A,Indeterminada,INSTITUTO CULTURAL ROCA,BACHILLERATO MERCANTIL.
213,4943,2014,01/04/16,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER TÉCNICO EN INFORMATICA
206,2559,2011,01/04/16,N,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER MODALIDAD BIENES Y SERVICIOS
213,2559,2014,14/03/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER MODALIDAD BIENES Y SERVICIOS
206,3225,2011,17/05/16,A,TANDIL,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,"BACHILLER MODALIDAD COMUNICACION, ARTE Y DISEÑO - TECNICO AUXILIAR ILUSTRADOR"
206,3361,2011,06/04/16,A,TANDIL,COLEGIO DE LA SIERRA,BACHILLER COMUN
206,985,2011,08/04/16,A,BAHIA BLANCA,ESCUELA DE EDUCACION MEDIA N°1  GRAL. ANTONIO GONZALEZ BALCARCE,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5970,2011,01/04/16,A,NECOCHEA,ESCUELA MODELO ARGENTINA,BACHILLER CON ORIENTACION EN ADMINISTRACION DE EMPRESAS
206,2907,2011,05/04/16,A,RAUCH,INSTITUTO INMACULADA CONCEPCION,BACHILLER CON ORIENTACION EN HUMANIDADES
206,5712,2011,01/04/16,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER EN LA MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,4401,2011,18/04/16,A,AYACUCHO,ESCUELA DE EDUCACION MEDIA Nº 1 DOMINGO FAUSTINO SARMIENTO,BACHILLER
206,3475,2011,11/04/16,A,TANDIL,COLEGIO ESTRELLA DE BELEN,BACHILLER CON ORIENTACION COMUNICACION SOCIAL
206,1513,2011,05/04/16,A,RESISTENCIA,ESCUELA TECNICA Nº 1 LIBERTADOR SIMON BOLIVAR,BACHILLER CON CAPACITACION LABORAL AUXILIAR EN SIST. EN COMPUTACION
206,14,2011,04/05/16,A,MAR DEL PLATA,"ESCUELA DE EDUCACION MEDIA N° 8 ""FUERTE DE LA INDEPENDENCIA""",MODALIDAD CIENCIAS NATURALES
204,3854,2003,01/04/16,A,OLAVARRIA,ESCUELA NACIONAL ADOLFO PEREZ ESQUIVEL,BACHILLER EN CIENCIAS NATURALES
206,1023,2011,11/04/16,A,AZUL,ESCUELA POLIMODAL Nº 10 GRAL JOSE DE SAN MARTIN,BACHILLER BILINGüE EN CIENCIAS SOCIALES
206,2200,2011,11/04/16,A,TANDIL,ESCUELA DE EDUCACION MEDIA N°10 GRAL. JOSE DE SAN MARTIN,BACHILLER EN CIENCIAS SOCIALES
206,1025,2011,01/04/16,A,OLAVARRIA,COLEGIO NUESTRA SEÑORA DE FATIMA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
201,6213,2004,01/04/16,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
204,5120,2003,01/04/16,A,TANDIL,ESCUELA NACIONAL ERNESTO SABATO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,3647,2011,05/04/16,A,TANDIL,INSTITUTO SUPERIOR SANTO DOMINGO GUZMAN (EX 9000),BACHILLER BILINGUE C/OR. EN CIENCIAS DE LA EMPRESA
206,3733,2011,13/04/16,A,TANDIL,COLEGIO SAN JOSE,BACHILLER BILINGüE CON ESP. EN CIENCIAS HUMANAS
213,3733,2014,08/02/17,A,TANDIL,COLEGIO SAN JOSE,BACHILLER BILINGüE CON ESP. EN CIENCIAS HUMANAS
206,1984,2011,01/04/16,A,TANDIL,ESCUELA SECUNDARIA NRO 3,"CIENCIAS NATURALES, SALUD Y AMBIENTE"
213,2342,2014,01/04/16,A,Ciudad Autónoma de Buenos Aires,ESCUELA TECNICA Nº 1 CRUCERO GRAL BELGRANO,BACHILLER CON CAPACITACION LABORAL EN INFORMATICA
206,5439,2011,01/04/16,A,TRES ARROYOS,ESCUELA AGROPECUARIA DE TRES ARROYOS,BACHILLER AGROPECUARIO
205,2547,2004,01/04/16,A,TRES ARROYOS,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,BACHILLER CON ORIENTACION MUSICAL.
204,3681,2003,01/04/16,A,TANDIL,COLEGIO ESTRELLA DE BELEN,"ARTE, DISEÑO Y COMUNICACIONES"
213,1671,2014,01/04/16,A,TANDIL,ESCUELA NACIONAL NORMAL SUPERIOR ´GRAL. DON JOSE DE SAN MARTIN´,BACHILLER EN CIENCIAS SOCIALES
213,6169,2014,01/04/16,A,BAHIA BLANCA,ESCUELA POLIMODAL Nº 5 BENITO ANGEL FACETTI,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
213,5339,2014,01/04/16,A,OLAVARRIA,ESCUELA POLIMODAL Nº 10 JOSE MANUEL ESTRADA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5339,2011,11/08/16,A,OLAVARRIA,ESCUELA POLIMODAL Nº 10 JOSE MANUEL ESTRADA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5446,2011,20/04/16,A,NECOCHEA,ESCUELA TECNICA Nº 3,"ARTE, DISEÑO Y COMUNICACIONES"
204,5658,2003,28/04/16,A,COMODORO RIVADAVIA,COLEGIO NUESTRA TIERRA,BACHILLER ASISTENTE TÉCNICO EN CIENCIAS AMBIENTALES
213,4284,2014,01/04/16,A,LOBERIA,ESCUELA POLIMODAL Nº 8 JOSE MANUEL ESTRADA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,343,2011,01/04/16,A,TANDIL,COLEGIO NUESTRA TIERRA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,2721,2011,01/04/16,A,LAS FLORES,ESCUELA TECNICA Nº 1 MANUEL BELGRANO,TÉCNICO EN INFORMÁTICA PROFESIONAL Y PERSONAL
206,4818,2011,01/04/16,A,LAPRIDA,ESCUELA POLIMODAL Nº 1 FRANCISCO N DE LAPRIDA,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,1464,2011,01/04/16,A,RAUCH,INSTITUTO SECUNDARIO DE RAUCH,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,3210,2011,01/04/16,A,Indeterminada,ESCUELA TECNICA Nº 3 DOMINGO F SARMIENTO,TÉCNICO MAESTRO MAYOR DE OBRAS
206,3824,2011,01/04/16,A,TANDIL,ESCUELA DE EDUCACION MEDIA N°1 LUCIO V. MANSILLA,BACHILLER EN EDUCACION FISICA
206,91,2011,01/04/16,A,POSADAS,ESCUELA PRIMARIA JESUS NIÑO Nº 0444,BACHILLER
213,4407,2014,05/04/16,A,BARRIO PINARES,ESCUELA POLIMODAL Nº 2 TENIENTE FELIX ORIGONE,Bachiller Modalidad Ciencias Naturales
206,5564,2011,15/04/16,A,Indeterminada,INSTITUTO SECUNDARIO DE RAUCH,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
204,4512,2003,28/04/16,A,Ciudad Autónoma de Buenos Aires,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,BACHILLER EN ARTES
206,893,2011,04/08/16,A,Indeterminada,Escuela de Educacion Media N° 8,BACHILLER EN CIENCIAS
206,3767,2011,10/08/16,A,CACHARI,ESCUELA POLIMODAL Nº 2 JOSE HERNANDEZ,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
212,2120,2007,01/04/16,N,Indeterminada,COLEGIO SAN JOSE,BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS
213,2120,2014,01/04/16,A,Indeterminada,COLEGIO SAN JOSE,BACHILLER CON ORIENTACION EN CIENCIAS ECONOMICAS
201,49,2004,01/04/16,A,TANDIL,COLEGIO NUESTRA TIERRA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES APLICADAS
205,49,2004,27/03/17,A,TANDIL,COLEGIO NUESTRA TIERRA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES APLICADAS
206,5607,2011,01/04/16,A,AZUL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,5176,2011,01/04/16,A,TANDIL,COLEGIO NUESTRA TIERRA,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
213,5367,2014,01/04/16,A,TANDIL,ESCUELA MEDIA Nº 8,Bachiller Modalidad Ciencias Naturales
211,2555,2004,01/04/16,A,Ciudad Autónoma de Buenos Aires,INSTITUTO INMACULADA CONCEPCION DE NUESTRA SRA. DE LOURDES,BACHILLER CON ORIENTACION DOCENTE
211,2896,2004,01/04/16,A,REMEDIOS DE ESCALADA,INSTITUTO BALMORAL,BACHILLER CON ESPECIALIZACION EN CIENCIAS EXACTAS Y NATURALES
211,727,2004,01/04/16,A,SAN LUIS,INSTITUTO RODEO DEL MEDIO,PERITO MERCANTIL
211,5503,2004,06/04/16,A,MAR DEL PLATA,ESCUELA LUIS FEDERICO LELOIR,BACHILLER
211,2390,2004,07/04/16,A,CONCORDIA,PRIV. INSTITUTO PROFESORADO CONCORDIA,BACHILLER HUMANISTA MODERNO
211,6053,2004,01/04/16,A,SAN MIGUEL DE TUCUMAN,INSTITUTO PRIVADO TUCUMAN,PERITO MERCANTIL
211,1062,2004,05/04/16,A,SALTA,ESCUELA DE EDUCACION TECNICA EX NRO. 4,BACHILLER EN LA MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
211,6256,2004,14/04/16,A,GUALEGUAYCHU,PBRO.JOSE MARIA COLOMBO TECNICA 2,TÉCNICO ELECTROMECANICO
211,4497,2004,05/04/16,A,LOMAS DE ZAMORA,COLEGIO PROVINCIAL JOSE MARTI,BACHILLER
211,4946,2004,06/04/16,A,Indeterminada,ESCUELA POLIMODAL Nº 2 HIPOLITO YRIGOYEN,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
211,2859,2004,28/04/16,A,Ciudad Autónoma de Buenos Aires,ESCUELA POLIMODAL Nº 1 GRAL MOSCONI,BACHILLER CONTABLE
206,4326,2011,13/04/16,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,TÉCNICO ELECTROMECANICO
206,2293,2011,14/04/16,A,TANDIL,COLEGIO SAN JOSE,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES Y HUMANAS
211,4506,2004,02/08/16,A,TERMAS DE RIO HONDO,CENTRO EDUCATIVO NIVEL SECUNDARIO N.3,PERITO COMERCIAL C/ESP. EN ADMINISTRACION DE EMPRESAS
206,2283,2011,05/07/16,A,MAR DEL PLATA,INSTITUTO CARLOS TEJEDOR,BACHILLER EN HUMANIDADES Y CS SOCIALES
206,525,2011,02/08/16,A,TANDIL,ESCUELA MEDIA Nº 8,BACHILLER CON ORIENTACION EN COMUNICACION
212,3563,2007,05/07/16,A,NECOCHEA,I.S.A.D.A.M.,BACHILLER EN CIENCIAS NATURALES
206,193,2011,05/07/16,A,TANDIL,ESCUELA POLIMODAL Nº 2 FLORENTINO AMEGHINO,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
209,4553,2006,05/07/16,A,TRES ARROYOS,COLEGIO HOLANDES (EX 9000),BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,2895,2011,05/07/16,A,TANDIL,CENS NRO 451 PLAN PROVINCIAL DE FINALIZACION DE ESTUDIOS,BACHILLER CON ORIENTACION EN ADMINISTRACION DE EMPRESAS
206,1966,2011,29/03/17,A,OLAVARRIA,COLEGIO LIBERTAS,BACHILLER CON ESPECIALIZACION EN GESTION Y ADMINISTRACION
213,315,2014,21/02/17,A,Ciudad Autónoma de Buenos Aires,COLEGIO JUAN JOSE PASSO,BACHILLER
211,5386,2004,02/08/16,A,ESPERANZA,ESCUELA NORMAL SUPERIOR 30 DOMINGO FAUSTINO SARMIENTO,BACHILLER CON ORIENTACION DOCENTE
206,2357,2011,29/03/17,A,TANDIL,INSTITUTO SAGRADA FAMILIA,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,1120,2011,27/04/17,A,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,TECNICO EN QUIMICA
206,1136,2011,29/03/17,A,TANDIL,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,BACHILLER EN ARTE - ARTES VISUALES
206,842,2011,29/03/17,A,TANDIL,ESCUELA TECNICA Nº 1,TÉCNICO ELECTROMECANICO
206,5240,2011,29/03/17,A,TANDIL,COLEGIO SAN JOSE,Bachiller Modalidad Economía y Gestión de las Organizaciones
205,2044,2004,29/03/17,A,SAN MANUEL,ESCUELA SECUNDARIA NRO 3,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES APLICADAS
206,1907,2011,29/03/17,A,MAR DEL PLATA,COLEGIO NACIONAL ARTURO ILLIA,BACHILLER CON ESPECIALIZACION EN CIENCIAS SOCIALES
206,3154,2011,12/04/17,A,TANDIL,ESCUELA POLIMODAL Nº 11 CENTRO POLIVALENTE DE ARTE DE TANDIL,BACHILLER ARTIST. MUSICAL ESP.EN INSTRUMENTO Y CORO
206,6032,2011,29/03/17,A,BENITO JUAREZ,ESCUELA POLIMODAL Nº 1 MINISTRO ZARINI,BACHILLER CON ORIENTACION EN ECONOMIA Y ADMINISTRACION
206,1801,2011,29/03/17,A,ACASSUSO,ESCUELA DE EDUCACION MEDIA Nº 1 DOMINGO FAUSTINO SARMIENTO,BACHILLER
206,5436,2011,29/03/17,A,AZUL,INSTITUTO SAN CAYETANO,BACHILLER EN CIENCIAS NATURALES
