carrera,legajo,plan,fecha_ingreso,calidad,localidad_nacimiento,colegio_secundario,titulo_secundario
206,6327,S95,15/04/02,E,MAR DEL PLATA,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,Bachiller Modalidad Ciencias Naturales
201,5702,2004,15/04/02,E,,ALFONSINA STORNI,BACHILLER CON ORIENTACION COMUNICACION SOCIAL
211,5702,2004,06/06/12,E,,ALFONSINA STORNI,BACHILLER CON ORIENTACION COMUNICACION SOCIAL
206,5867,S95,15/04/02,A,MAR DEL PLATA,SAN PABLO,BACHILLER
206,2098,S95,15/04/02,A,TANDIL,ALFONSINA STORNI,BACHILLER CON ORIENTACION EN TECNICAS DE LABORATORIO
206,58,S95,15/04/02,A,,ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ,
206,5630,S95,15/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
206,294,S95,15/04/02,E,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,4721,S95,15/04/02,A,BENITO JUAREZ,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,3457,S95,15/04/02,E,,AGROINDUSTRIAL DON BOSCO,BACHILLER
208,3457,2010,28/03/11,A,,AGROINDUSTRIAL DON BOSCO,BACHILLER
206,2309,S95,15/04/02,A,AZUL,NUESTRA SEÑORA DE FATIMA,TÉCNICO EN COMPUTACION
206,2865,S95,15/04/02,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
212,2865,2007,09/02/10,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
206,4122,S95,15/04/02,E,AZUL,NUESTRA SEÑORA DE FATIMA,TÉCNICO EN COMPUTACION
206,5406,S95,15/04/02,A,SAN CARLOS DE BARILOCHE,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,1757,S95,15/04/02,E,TANDIL,MONS. AMERICO ORZALI,TÉCNICO ELECTROMECANICO
208,1757,2010,14/02/11,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO ELECTROMECANICO
206,966,S95,15/04/02,E,GENERAL PIRAN,SANTA ROSA DE LIMA,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
204,478,1995,16/04/02,A,Ciudad Autónoma de Buenos Aires,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER CON ORIENTACION EN CIENCIAS BIOLOGICAS
206,1741,S95,16/04/02,A,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO EN COMPUTACION
206,2877,S95,16/04/02,E,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO EN COMPUTACION
206,1624,S95,16/04/02,A,AZUL,NUESTRA SEÑORA DE FATIMA,
206,4618,1995,16/04/02,A,CHASCOMUS,ESCUELA AGROTECNICA DR. MANUEL BELGRANO,BACHILLERATO MERCANTIL.
206,1509,S95,16/04/02,E,LAS FLORES,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
204,51,1995,16/04/02,A,Ciudad Autónoma de Buenos Aires,MONS. AMERICO ORZALI,TÉCNICO
206,5756,S95,16/04/02,A,TANDIL,AGROINDUSTRIAL 25 DE MAYO,BACHILLER EN GESTION Y ADMINIST. COMPUT. Y ADM. PYMES
206,978,S95,16/04/02,A,BARILOCHE,AGROINDUSTRIAL DON BOSCO,BACHILLER
206,3109,S95,16/04/02,A,TANDIL,COLEGIO SEC.AUGUSTO PULENTA,TÉCNICO MECANICO ELECTRICISTA
206,2586,S95,16/04/02,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER CONTABLE
206,6518,S95,16/04/02,A,TANDIL,MONS. AMERICO ORZALI,
206,5396,S95,16/04/02,A,TANDIL,MONS. AMERICO ORZALI,BACHILLER CON ORIENTACION EN COMPUTACION
206,4659,S95,16/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
201,1230,2004,16/04/02,E,TAPALQUE,AGROINDUSTRIAL 25 DE MAYO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
211,1230,2004,29/05/12,A,TAPALQUE,AGROINDUSTRIAL 25 DE MAYO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,1665,S95,16/04/02,A,OLAVARRIA,ESCUELA Nº 4-002 FRAY LUIS BELTRAN,BACHILLER CON ESPECIALIZACION EN ECONOMIA Y ADM. DE EMPRESAS
206,2081,S95,16/04/02,A,GENERAL MADARIAGA,AGROINDUSTRIAL 25 DE MAYO PROF. ELOY P.CAMUS,BACHILLER CON ORIENTACION EN TURISMO
212,2081,2007,05/09/07,A,GENERAL MADARIAGA,AGROINDUSTRIAL 25 DE MAYO PROF. ELOY P.CAMUS,BACHILLER CON ORIENTACION EN TURISMO
206,3143,S95,16/04/02,A,SAN CLEMENTE DEL TUYU,4 106 IV BRIGADA AEREA,BACHILLER CON ORIENTACION ADMINISTRACION EMPRESAS
212,3143,2007,11/02/11,A,SAN CLEMENTE DEL TUYU,4 106 IV BRIGADA AEREA,BACHILLER CON ORIENTACION ADMINISTRACION EMPRESAS
206,6144,S95,16/04/02,A,JUAN N. FERNANDEZ,4 - 107 EJERCITO ARGENTINO,PERITO MERCANTIL
206,1644,S95,16/04/02,A,SAN LUIS,AGROINDUSTRIAL DON BOSCO,TÉCNICO ELECTRONICO C/ORIE. EN TELECOMUNICACIONES
212,1644,2007,13/12/07,A,SAN LUIS,AGROINDUSTRIAL DON BOSCO,TÉCNICO ELECTRONICO C/ORIE. EN TELECOMUNICACIONES
206,3667,S95,16/04/02,A,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO EN COMPUTACION
206,6407,S95,16/04/02,A,AZUL,NUESTRA SEÑORA DE FATIMA,BACHILLER CON ORIENTACION EN COMPUTACION
206,1401,S95,19/04/02,E,,ESCUELA DE EDUCACIÓN TÉCNICA Nº5,TÉCNICO EN COMPUTACION
206,3179,S95,19/04/02,A,MAR DEL PLATA,SANTA MARIA,TÉCNICO ELECTRICISTA
203,1481,1999,19/04/02,A,RAUCH,AGROINDUSTRIAL MONSEÑOR DR. JUAN ANTONIO VIDELA CUELLO,BACHILLER
209,1481,2006,28/11/02,A,RAUCH,AGROINDUSTRIAL MONSEÑOR DR. JUAN ANTONIO VIDELA CUELLO,BACHILLER
206,4712,S95,30/04/02,A,AVELLANEDA,AGROINDUSTRIAL VIDELA CUELLO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5731,S95,17/04/02,A,MAR DEL PLATA,ESCUELA AGROTECNICA DR. MANUEL BELGRANO,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
206,603,S95,17/04/02,A,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO ELECTRONICO
206,3631,S95,17/04/02,A,PEHUAJO,AGROINDUSTRIAL 25 DE MAYO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,6293,S95,17/04/02,A,MAR DEL PLATA,EL TRANSITO DE NUESTRA SEÑORA,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,4096,S95,17/04/02,A,GENERAL MADARIAGA,ACADEMIA IRIS,TÉCNICO ELECTROMECANICO
206,1622,S95,17/04/02,A,MAR DEL PLATA,AGROINDUSTRIAL 25 DE MAYO,BACHILLER CON ORIENTACION EN GEST. Y ADMINISTRACION
206,1226,S95,17/04/02,A,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO
206,791,S95,17/04/02,A,MAR DEL PLATA,BACHILLER NACIONAL SAN JUAN,BACHILLER CON ORIENTACION EN CIENCIAS EX. Y NATURALES
206,4258,S95,17/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
206,2727,S95,17/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,
206,2099,S95,17/04/02,A,JUNIN,AGROTECNICA CORNELIO SAAVEDRA,PERITO MERCANTIL
206,4974,S95,17/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
206,3617,S95,17/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO EN COMPUTACION
206,411,S95,17/04/02,A,MAR DEL PLATA,ESCUELA AGROTECNICA 25 DE MAYO,
206,5307,S95,17/04/02,A,AYACUCHO,AGROTECNICA CORNELIO SAAVEDRA,TÉCNICO ELECTRONICO
206,800,S95,17/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,
206,2240,S95,17/04/02,A,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO ELECTRONICO
204,1881,2003,17/04/02,E,TANDIL,ESCUELA TECNICA Nº 2 ING. FELIPE SENILLOSA,BACHILLER MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,1631,S95,17/04/02,A,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,4511,S95,17/04/02,A,TRES ARROYOS,PROVINCIAL Nº 4,BACHILLER CON ORIENTACION AGROPECUARIA
204,3766,1995,17/04/02,N,TANDIL,MONS. AMERICO ORZALI,TÉCNICO
209,5998,1998,17/04/02,E,,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,BACHILLER EN LA MODALIDAD PRODUCCION DE BIENES Y SERVICIOS
206,5748,S95,17/04/02,E,ADOLFO GONZALES CHAVES,ESCUELA TECNICA OBRERO ARGENTINO,BACHILLER CON ORIENTACION EN CIENCIAS NATURALES
206,5297,S95,18/04/02,N,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,4120,S95,18/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,2052,S95,18/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO ELECTROMECANICO
206,4855,S95,18/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
209,362,1998,18/04/02,N,FLORIDA,AGROTECNICA CORNELIO SAAVEDRA,TÉCNICO AGROPECUARIO
206,1488,S95,18/04/02,A,BOLIVAR,INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS,TÉCNICO EN ADMINISTRACION DE EMPRESAS
201,1952,2004,18/04/02,A,BENITO JUAREZ,AGROTECNICA DE CAUCETE,BACHILLER CON ESPECIALIZACION EN CIENCIAS BIOLOGICAS
206,5706,S95,18/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,
206,281,S95,18/04/02,A,TANDIL,ESCUELA,BACHILLER
206,2421,S95,18/04/02,N,RAUCH,MONS. AMERICO ORZALI,TÉCNICO
212,2421,2007,14/02/11,E,RAUCH,MONS. AMERICO ORZALI,TÉCNICO
213,2421,2014,06/04/15,A,RAUCH,MONS. AMERICO ORZALI,TÉCNICO
206,1241,S95,18/04/02,A,Ciudad Autónoma de Buenos Aires,COLEGIO SEC.AUGUSTO PULENTA,MAESTRO MAYOR DE OBRA
205,5328,1995,18/04/02,N,TANDIL,ESCUELA,BACHILLER
206,2911,S95,18/04/02,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO
206,1807,S95,18/04/02,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO
206,1135,S95,18/04/02,A,TRES ARROYOS,ESCUELA NORMAL SUPERIOR SARMIENTO,TÉCNICO
209,752,1998,18/04/02,N,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,
206,1544,S95,18/04/02,A,AZUL,E.P.E.T. Nº1 ING. ROGELIO BOERO,BACHILLER
206,5792,S95,18/04/02,A,BOLIVAR,ESCUELA AGROTECNICA DR. MANUEL BELGRANO,
206,3801,S95,18/04/02,A,AZUL,NUESTRA SEÑORA DE FATIMA,TÉCNICO EN COMPUTACION
206,742,S95,18/04/02,N,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,
206,2914,S95,18/04/02,A,GENERAL MADARIAGA,AGROINDUSTRIAL 25 DE MAYO PROF. ELOY P.CAMUS,BACHILLER
206,5360,S95,18/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO
206,4351,S95,18/04/02,A,TANDIL,PBRO. FRANCISCO PEREZ HERNANDEZ,BACHILLER
206,48,1995,18/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
206,5611,S95,30/04/02,N,MAR DEL PLATA,ESCUELA,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,5044,S95,30/04/02,A,OLAVARRIA,ESCUELA DE COMERCIO LIBERTADOR GRAL. SAN MARTIN,TÉCNICO
206,5523,S95,30/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
205,288,1995,30/04/02,A,TANDIL,COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
201,288,1999,09/12/02,A,TANDIL,COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,6427,S95,30/04/02,A,MORON,ESCUELA AGROTECNICA DR. MANUEL BELGRANO,PERITO MERCANTIL
206,2671,S95,24/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO
206,5465,S95,24/04/02,A,BARILOCHE,ESCUELA AGROTECNICA EJERCITO ARGENTINO,BACHILLER MERCANTIL
206,3587,S95,24/04/02,A,BALCARCE,GRAL. M. S. BELGRANO,BACHILLER
206,1778,S95,24/04/02,A,SAN MIGUEL DE TUCUMAN,AGROINDUSTRIAL 25 DE MAYO,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
206,370,S95,24/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO ELECTRONICO
206,4334,S95,24/04/02,A,TRES ARROYOS,AGROTECNICA GONZALO A. DOBLAS,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,6247,S95,24/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL DE COMERCIO NOCTURNA DOCTOR SANTIAGO SEGUNDO CORTINEZ,PERITO MERCANTIL
206,1067,S95,24/04/02,A,RAUCH,SAN AGUSTIN,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,153,S95,24/04/02,A,RAUCH,SAN AGUSTIN,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,1610,S95,24/04/02,A,EZEIZA,MONS. AMERICO ORZALI,
212,1610,2007,06/02/13,A,EZEIZA,MONS. AMERICO ORZALI,
206,2940,S95,24/04/02,A,LANUS,ESCUELA,PERITO MERCANTIL
206,2086,S95,24/04/02,A,MAR DEL PLATA,AGROTECNICA LOS PIONEROS,PRODUCCIÓN DE BIENES Y SERVICIOS
206,465,S95,24/04/02,N,LAPRIDA,COLEGIO NACIONAL SUPERIOR Nº1 DE RAWSON,BACHILLER EN CIENCIAS EXACTAS Y NATURALES
206,1147,S95,30/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO
212,1147,2007,20/12/07,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,TÉCNICO
206,2968,S95,30/04/02,A,MADARIAGA,24 DE SETIEMBRE Nº45,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,5772,S95,30/04/02,A,BENITO JUAREZ,COLEGIO NACIONAL GENERAL DON TORIBIO DE LUZURIAGA,
206,4101,S95,30/04/02,N,TANDIL,COLEGIO INMACULADA,TÉCNICO
206,4066,S95,30/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO
206,3613,S95,30/04/02,A,AZUL,COLEGIO SANTO DOMINGO,PERITO EN TECNICAS BANCARIAS E IMPOSITIVAS
212,3613,2007,05/09/07,A,AZUL,COLEGIO SANTO DOMINGO,PERITO EN TECNICAS BANCARIAS E IMPOSITIVAS
206,3550,S95,30/04/02,A,OLAVARRIA,ESCUELA Nº 4-002 FRAY LUIS BELTRAN,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,5235,S95,30/04/02,N,MENDOZA,AGROTECNICA CORNELIO SAAVEDRA,TÉCNICO ELECTRONICO
206,1634,S95,30/04/02,A,TRES ARROYOS,LICEO PAULA ALBARRACIN DE SARMIENTO,
206,2849,S95,30/04/02,A,AZUL,NUESTRA SEÑORA DE FATIMA,TÉCNICO ELECTROMECANICO
206,5400,S95,30/04/02,A,BALCARCE,INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS,BACHILLER
206,3423,S95,30/04/02,A,TANDIL,MONS. AMERICO ORZALI,BACHILLER TÉCNICO
206,3685,S95,30/04/02,A,TANDIL,MONS. AMERICO ORZALI,TÉCNICO EN COMPUTACION
203,4754,1999,30/04/02,A,TANDIL,ALFONSINA STORNI,BACHILLER COMERCIAL
206,5174,S95,30/04/02,A,AZUL,NUESTRA SEÑORA DE FATIMA,TÉCNICO EN COMPUTACION
206,33,S95,30/04/02,A,BOLIVAR,INSTITUTO MOMSEÑOR DR. AUDINO RODRIGUEZ Y OLMOS,
206,1901,S95,30/04/02,A,MAR DEL PLATA,ESCUELA AGROTECNICA DR. MANUEL BELGRANO,BACHILLER CON ORIENTACION EN ECONOMIA Y GESTION DE LAS ORG.
206,1597,S95,30/04/02,A,MAR DEL PLATA,ESCUELA AGROTECNICA HUACO,
206,4221,S95,30/04/02,A,MAR DEL PLATA,ESCUELA NACIONAL NORMAL SUPERIOR GENERAL MANUEL BELGRANO,
206,5816,S95,30/04/02,A,Ciudad Autónoma de Buenos Aires,ACADEMIA IRIS,TÉCNICO ELECTROMECANICO
206,6542,S95,30/04/02,A,Ciudad Autónoma de Buenos Aires,COLEGIO EL TRANSITO,TÉCNICO ELECTRONICO
206,6432,S95,30/04/02,A,MAR DEL PLATA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER CONTABLE
206,1796,S95,30/04/02,A,LA PLATA,SAN PABLO,BACHILLER
206,5486,S95,30/04/02,N,MAR DEL PLATA,AGROTECNICO SARMIENTO,
206,5990,S95,30/04/02,N,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO ELECTRONICO
205,5990,1995,05/12/02,N,MAR DEL PLATA,COLEGIO EL TRANSITO,TÉCNICO ELECTRONICO
206,6017,S95,30/04/02,N,NECOCHEA,ESCUELA AGROTECNICA 25 DE MAYO,BACHILLER
206,375,S95,30/04/02,N,SAN JUAN,ESCUELA AGROTECNICA SARMIENTO,BACHILLER
206,3236,S95,30/04/02,N,RESISTENCIA,AGUSTIN ALVAREZ,BACHILLER CON ORIENTACION HUMANISTICO SOCIAL
206,2292,S95,27/04/02,A,NECOCHEA,JUAN PABLO II,BACHILLER CON ORIENTACION EN CIENCIAS SOCIALES
206,3058,S95,01/03/99,E,NECOCHEA,ALAS ARGENTINAS,PERITO MERCANTIL
206,284,1988,01/04/78,A,TANDIL,,
203,453,1999,01/04/79,A,NECOCHEA,,
206,2890,1988,01/04/80,A,TANDIL,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER
206,5211,1988,01/04/80,E,Ciudad Autónoma de Buenos Aires,,
206,3680,1988,01/04/80,E,,,
206,3001,1988,01/04/80,A,,,
206,3530,1988,01/04/81,A,AZUL,COLEGIO SANTO DOMINGO,BACHILLER COMUN
206,6499,1988,01/04/81,A,,,
206,6186,1988,01/04/81,A,,,
206,2668,1988,01/04/82,A,TRELEW,,
206,3697,1988,01/04/82,E,,,
206,3349,S95,01/04/82,N,,,
206,209,S95,01/04/82,A,TANDIL,,
206,6332,1988,01/04/82,A,,,
206,1933,1988,01/04/82,A,TANDIL,,
206,4583,S95,01/04/82,A,BAHIA BLANCA,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER COMUN
206,6147,1988,01/04/82,E,,,
206,383,1988,01/04/82,E,TANDIL,,
206,5805,1988,01/04/82,A,,,
206,1261,1988,01/04/82,E,AZUL,,
207,4538,1997,01/04/83,N,ADOLFO GONZALES CHAVES,,
206,4538,1988,29/03/83,N,ADOLFO GONZALES CHAVES,,
206,680,1988,01/04/83,A,,,
206,3987,1988,01/04/83,A,ESQUEL,,
206,1133,1988,01/04/83,A,TANDIL,,
206,4114,1988,01/04/83,E,TANDIL,,
206,6318,1988,01/04/83,A,TANDIL,,
206,591,S95,01/04/83,A,TANDIL,COLEGIO SECUNDARIO CAPITAN DE FRAGATA CARLOS MARIA MOYANO,BACHILLER
206,2853,1988,01/04/83,E,TANDIL,,
206,5329,1988,01/04/83,A,,,
206,4375,1988,01/04/83,A,BAHIA BLANCA,,
206,2355,1988,01/04/83,A,,ESCUELA POLIMODAL Nº 1 GENERAL MANUEL BELGRANO,BACHILLER
212,2355,2007,07/02/11,E,,ESCUELA POLIMODAL Nº 1 GENERAL MANUEL BELGRANO,BACHILLER
213,2355,2014,17/03/16,A,,ESCUELA POLIMODAL Nº 1 GENERAL MANUEL BELGRANO,BACHILLER
206,1818,1988,01/04/83,A,TANDIL,,
207,1322,1997,01/04/83,N,,,
208,1322,2010,25/04/13,A,,,
206,2570,1988,01/04/83,A,,,
206,66,1988,01/04/83,E,,,
206,6532,1988,01/04/84,A,NECOCHEA,ANGEL DOMINGO ROJAS,BACHILLER COMUN
206,6028,1988,01/04/84,A,,,
206,1942,1988,01/04/84,N,ROSARIO,,
201,1942,1999,29/03/00,N,ROSARIO,,
206,4794,1988,01/04/84,E,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,PERITO MERCANTIL
208,4794,1997,23/02/05,A,TANDIL,ESCUELA INDUSTRIAL DOMINGO F. SARMIENTO,PERITO MERCANTIL
206,1592,1988,01/04/84,A,,,
206,5039,S95,01/04/84,A,NECOCHEA,,
206,1275,1988,01/04/84,A,,,
206,4597,1988,01/04/84,E,,,
206,1687,1988,01/04/84,E,TANDIL,,
206,2372,1988,01/04/84,A,,,
211,4737,2004,26/04/04,A,TANDIL,ESCUELA DE COMERCIO EUSEBIO DE JESUS DOJORTI,PERITO MERCANTIL
206,2624,1988,01/04/84,E,LOBERIA,,
206,2368,1988,01/04/84,A,MIRAMAR,,
206,4354,1988,01/04/84,E,,,
206,872,1988,01/04/84,A,CHACABUCO,,
206,431,S95,01/04/84,A,MAR DEL PLATA,,
206,2815,1988,01/04/84,E,TANDIL,,
206,3699,1988,01/04/84,A,RAUCH,,
206,2247,1988,01/04/84,A,TRES ARROYOS,,
206,1919,1988,01/04/84,A,,,
206,5448,1988,01/04/84,A,QUILMES,,
206,1101,S95,01/04/85,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
212,1101,2007,14/03/08,A,MAR DEL PLATA,ESCUELA INSDUSTRIAL Nº 5,
206,4259,1988,01/04/85,A,,,
206,5698,1988,01/04/85,N,TANDIL,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER
208,5698,1997,13/03/03,E,TANDIL,COLEGIO NACIONAL PROFESOR FROILAN FERRERO,BACHILLER
206,3995,1988,01/04/85,A,TANDIL,,
206,3783,1988,01/04/85,A,,,
206,1236,S95,01/04/85,A,NECOCHEA,,
206,6184,1988,01/04/85,A,TANDIL,,
206,2934,1988,01/04/85,A,,,
206,596,1988,01/04/85,A,TANDIL,,
206,5057,1988,01/04/85,A,AMEGHINO,,
206,1216,1988,01/04/85,A,,,
206,412,1988,01/04/85,A,TANDIL,,
206,4810,1988,01/04/85,E,TANDIL,,
206,2401,1988,01/04/85,N,DAIREAUX,,
206,1282,1988,01/04/85,A,,,
206,3111,1988,01/04/85,A,,,
206,1287,1988,01/04/85,A,MAR DEL PLATA,AGROTECNICA CORNELIO SAAVEDRA,TÉCNICO ELECTRONICO
206,1875,1988,01/04/85,A,NECOCHEA,,
206,2343,1988,01/04/85,A,,,
206,4452,1988,01/04/85,E,LAS FLORES,,
206,225,1988,01/04/85,A,,,
206,3032,1988,01/04/85,A,CORDOBA,,
206,3717,1988,01/04/85,A,,,
206,2611,1988,01/04/85,A,,,
206,820,1988,01/04/85,A,PUERTO RICO,INSTITUTO SEC. ROSARIO V. PEÑALOZA,PERITO MERCANTIL
207,820,1997,19/03/07,A,PUERTO RICO,INSTITUTO SEC. ROSARIO V. PEÑALOZA,PERITO MERCANTIL
206,3890,1988,01/04/85,E,,,
206,1761,1988,01/04/85,A,TANDIL,,
206,4052,1988,01/04/85,A,,,
206,3895,1988,01/04/85,A,,,
206,2450,1988,01/04/85,E,TANDIL,,
206,3159,1988,01/04/85,E,COLONIA BARON,,
206,1225,1988,01/04/85,E,TANDIL,,
206,3405,1988,01/04/85,A,,,
206,1315,1988,01/04/85,E,TANDIL,,
206,4769,1988,01/04/85,A,,,
206,1086,1988,01/04/85,A,,,
206,3060,1988,01/04/86,A,TANDIL,,
206,845,1988,01/04/86,A,RAUCH,AGROINDUSTRIAL MONSEÑOR DR. JUAN ANTONIO VIDELA CUELLO,BACHILLER
206,2062,1988,01/04/86,E,MORON,,BACHILLER
206,2251,S95,01/04/86,A,,,
206,656,1988,01/04/86,A,TANDIL,COLEGIO SEC.AUGUSTO PULENTA,TÉCNICO MECANICO ELECTRICISTA
206,6196,1988,01/04/86,E,NECOCHEA,,
206,659,1988,01/04/86,E,,,
206,2369,1988,01/04/86,A,Ciudad Autónoma de Buenos Aires,,
206,5587,1988,01/04/86,E,NECOCHEA,,
206,545,1988,01/04/86,E,REMEDIOS DE ESCALADA,,
206,4196,1988,01/04/86,A,,,
206,6513,1988,01/04/86,A,,,
205,5746,1995,01/04/86,A,,,
206,169,1988,01/04/86,E,TANDIL,,
206,1834,1988,01/04/86,E,AVELLANEDA,,
206,1976,1988,01/04/86,A,BENITO JUAREZ,,
206,2634,1988,01/04/86,E,BALCARCE,,
206,2486,1988,01/04/86,E,OLAVARRIA,,
206,4078,1988,01/04/86,A,AZUL,,
206,4815,1988,01/04/86,A,AYACUCHO,,
206,1823,1988,01/04/86,A,NECOCHEA,,
206,5459,1988,01/04/86,E,MORON,,PERITO MERCANTIL
212,5459,2007,30/04/10,A,MORON,,PERITO MERCANTIL
206,5476,S95,01/04/86,A,GOBERNADOR PIEDRABUENA,,
206,5951,1988,01/04/86,E,,,
201,2818,1999,13/03/86,A,,SOTERO S. ARIZU,BACHILLER CON ORIENTACION DOCENTE
206,3703,1988,01/04/86,E,SALLIQUELO,ESCUELA NORMAL SUPERIOR JOSE MANUEL ESTRADA,Bachiller Especializado en Ciencias Físico-Matemáticas
